,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Time In the Game,ShotTightness,Height,Weight,Experience
0,Shot Chart Detail,0022000011,10,203944,Julius Randle,1610612752,New York Knicks,1,11,19,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,-12,1,0,20201223,IND,NYK,0,0.9987418960927363,80.0,250,7.0
1,Shot Chart Detail,0022000011,19,203944,Julius Randle,1610612752,New York Knicks,1,10,36,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,17,1,0,20201223,IND,NYK,1,0.924678098474716,80.0,250,7.0
2,Shot Chart Detail,0022000011,47,203944,Julius Randle,1610612752,New York Knicks,1,7,45,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,25,1,1,20201223,IND,NYK,4,0.9723873019805175,80.0,250,7.0
3,Shot Chart Detail,0022000011,124,203944,Julius Randle,1610612752,New York Knicks,1,3,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20201223,IND,NYK,8,1.0,80.0,250,7.0
4,Shot Chart Detail,0022000011,164,203944,Julius Randle,1610612752,New York Knicks,1,0,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-2,1,0,20201223,IND,NYK,11,0.9838699100999074,80.0,250,7.0
5,Shot Chart Detail,0022000011,264,203944,Julius Randle,1610612752,New York Knicks,2,5,54,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,20,1,0,20201223,IND,NYK,18,0.894427190999916,80.0,250,7.0
6,Shot Chart Detail,0022000011,329,203944,Julius Randle,1610612752,New York Knicks,2,1,52,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,0,20201223,IND,NYK,22,0.8221921916437787,80.0,250,7.0
7,Shot Chart Detail,0022000011,334,203944,Julius Randle,1610612752,New York Knicks,2,1,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,9,1,1,20201223,IND,NYK,22,0.7071067811865476,80.0,250,7.0
8,Shot Chart Detail,0022000011,347,203944,Julius Randle,1610612752,New York Knicks,2,0,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,68,252,1,0,20201223,IND,NYK,23,0.9654676377339159,80.0,250,7.0
9,Shot Chart Detail,0022000011,360,203944,Julius Randle,1610612752,New York Knicks,3,11,46,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-23,158,1,0,20201223,IND,NYK,24,0.9895702125995406,80.0,250,7.0
10,Shot Chart Detail,0022000011,372,203944,Julius Randle,1610612752,New York Knicks,3,10,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20201223,IND,NYK,26,0.7432941462471663,80.0,250,7.0
11,Shot Chart Detail,0022000011,642,203944,Julius Randle,1610612752,New York Knicks,4,3,58,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,0,20201223,IND,NYK,44,0.7071067811865476,80.0,250,7.0
12,Shot Chart Detail,0022000011,653,203944,Julius Randle,1610612752,New York Knicks,4,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,1,1,1,20201223,IND,NYK,44,0.9987523388778446,80.0,250,7.0
13,Shot Chart Detail,0022000011,662,203944,Julius Randle,1610612752,New York Knicks,4,2,55,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-13,68,1,1,20201223,IND,NYK,45,0.9822119151142303,80.0,250,7.0
14,Shot Chart Detail,0022000011,673,203944,Julius Randle,1610612752,New York Knicks,4,1,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,8,84,1,1,20201223,IND,NYK,46,0.9954954725939522,80.0,250,7.0
15,Shot Chart Detail,0022000025,23,203944,Julius Randle,1610612752,New York Knicks,1,11,2,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,37,1,1,20201226,NYK,PHI,0,0.9884190637500497,80.0,250,7.0
16,Shot Chart Detail,0022000025,27,203944,Julius Randle,1610612752,New York Knicks,1,10,41,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20201226,NYK,PHI,1,1.0,80.0,250,7.0
17,Shot Chart Detail,0022000025,29,203944,Julius Randle,1610612752,New York Knicks,1,9,56,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,-22,1,1,20201226,NYK,PHI,2,0.8944271909999159,80.0,250,7.0
18,Shot Chart Detail,0022000025,41,203944,Julius Randle,1610612752,New York Knicks,1,8,44,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,122,100,1,1,20201226,NYK,PHI,3,0.7733921049602126,80.0,250,7.0
19,Shot Chart Detail,0022000025,67,203944,Julius Randle,1610612752,New York Knicks,1,5,43,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,5,1,0,20201226,NYK,PHI,6,0.9771763639228009,80.0,250,7.0
20,Shot Chart Detail,0022000025,102,203944,Julius Randle,1610612752,New York Knicks,1,3,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,0,1,1,20201226,NYK,PHI,8,1.0,80.0,250,7.0
21,Shot Chart Detail,0022000025,235,203944,Julius Randle,1610612752,New York Knicks,2,6,49,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,15,1,1,20201226,NYK,PHI,17,0.9486832980505138,80.0,250,7.0
22,Shot Chart Detail,0022000025,301,203944,Julius Randle,1610612752,New York Knicks,2,1,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-1,1,1,20201226,NYK,PHI,22,0.9899494936611666,80.0,250,7.0
23,Shot Chart Detail,0022000025,317,203944,Julius Randle,1610612752,New York Knicks,2,1,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,161,199,1,1,20201226,NYK,PHI,22,0.7774267925752649,80.0,250,7.0
24,Shot Chart Detail,0022000025,401,203944,Julius Randle,1610612752,New York Knicks,3,7,8,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,22,1,0,20201226,NYK,PHI,28,0.9397934234884371,80.0,250,7.0
25,Shot Chart Detail,0022000025,438,203944,Julius Randle,1610612752,New York Knicks,3,3,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,20201226,NYK,PHI,32,0.7999999999999999,80.0,250,7.0
26,Shot Chart Detail,0022000025,459,203944,Julius Randle,1610612752,New York Knicks,3,1,38,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,32,1,0,20201226,NYK,PHI,34,0.962650940153899,80.0,250,7.0
27,Shot Chart Detail,0022000025,561,203944,Julius Randle,1610612752,New York Knicks,4,6,48,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,3,1,1,20201226,NYK,PHI,41,0.8944271909999159,80.0,250,7.0
28,Shot Chart Detail,0022000025,598,203944,Julius Randle,1610612752,New York Knicks,4,3,33,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20201226,NYK,PHI,44,1.0,80.0,250,7.0
29,Shot Chart Detail,0022000025,608,203944,Julius Randle,1610612752,New York Knicks,4,2,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,11,1,1,20201226,NYK,PHI,45,0.9153150324227656,80.0,250,7.0
30,Shot Chart Detail,0022000036,18,203944,Julius Randle,1610612752,New York Knicks,1,10,45,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,29,1,0,20201227,NYK,MIL,1,0.9924715722068733,80.0,250,7.0
31,Shot Chart Detail,0022000036,29,203944,Julius Randle,1610612752,New York Knicks,1,9,58,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,20,1,0,20201227,NYK,MIL,2,0.9701425001453319,80.0,250,7.0
32,Shot Chart Detail,0022000036,108,203944,Julius Randle,1610612752,New York Knicks,1,4,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-54,73,1,0,20201227,NYK,MIL,7,0.8039472058310129,80.0,250,7.0
33,Shot Chart Detail,0022000036,225,203944,Julius Randle,1610612752,New York Knicks,2,6,48,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,21,1,0,20201227,NYK,MIL,17,0.7657048647896111,80.0,250,7.0
34,Shot Chart Detail,0022000036,242,203944,Julius Randle,1610612752,New York Knicks,2,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,150,221,1,0,20201227,NYK,MIL,18,0.8274136425935184,80.0,250,7.0
35,Shot Chart Detail,0022000036,279,203944,Julius Randle,1610612752,New York Knicks,2,3,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,13,1,0,20201227,NYK,MIL,20,0.7327934916262991,80.0,250,7.0
36,Shot Chart Detail,0022000036,319,203944,Julius Randle,1610612752,New York Knicks,2,0,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,82,230,1,1,20201227,NYK,MIL,23,0.9419270779380741,80.0,250,7.0
37,Shot Chart Detail,0022000036,362,203944,Julius Randle,1610612752,New York Knicks,3,9,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,133,42,1,1,20201227,NYK,MIL,26,0.9535826651341416,80.0,250,7.0
38,Shot Chart Detail,0022000036,396,203944,Julius Randle,1610612752,New York Knicks,3,7,11,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,136,46,1,1,20201227,NYK,MIL,28,0.9472810325086991,80.0,250,7.0
39,Shot Chart Detail,0022000036,408,203944,Julius Randle,1610612752,New York Knicks,3,6,14,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,117,-15,1,0,20201227,NYK,MIL,29,0.9918816646858506,80.0,250,7.0
40,Shot Chart Detail,0022000036,415,203944,Julius Randle,1610612752,New York Knicks,3,5,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,4,1,1,20201227,NYK,MIL,30,0.978549784986749,80.0,250,7.0
41,Shot Chart Detail,0022000036,431,203944,Julius Randle,1610612752,New York Knicks,3,4,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,90,238,1,1,20201227,NYK,MIL,31,0.9353565533384709,80.0,250,7.0
42,Shot Chart Detail,0022000036,532,203944,Julius Randle,1610612752,New York Knicks,3,0,5,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,40,125,1,1,20201227,NYK,MIL,35,0.9524241471993242,80.0,250,7.0
43,Shot Chart Detail,0022000036,615,203944,Julius Randle,1610612752,New York Knicks,4,6,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-139,27,1,1,20201227,NYK,MIL,41,0.9816521266495637,80.0,250,7.0
44,Shot Chart Detail,0022000036,637,203944,Julius Randle,1610612752,New York Knicks,4,5,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-144,33,1,0,20201227,NYK,MIL,42,0.9747323185282742,80.0,250,7.0
45,Shot Chart Detail,0022000036,642,203944,Julius Randle,1610612752,New York Knicks,4,5,16,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20201227,NYK,MIL,42,1.0,80.0,250,7.0
46,Shot Chart Detail,0022000036,693,203944,Julius Randle,1610612752,New York Knicks,4,1,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,209,1,1,20201227,NYK,MIL,46,0.805055837353368,80.0,250,7.0
47,Shot Chart Detail,0022000046,12,203944,Julius Randle,1610612752,New York Knicks,1,10,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-55,156,1,1,20201229,CLE,NYK,1,0.9431018902513324,80.0,250,7.0
48,Shot Chart Detail,0022000046,38,203944,Julius Randle,1610612752,New York Knicks,1,8,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,165,184,1,1,20201229,CLE,NYK,3,0.7445000885077969,80.0,250,7.0
49,Shot Chart Detail,0022000046,120,203944,Julius Randle,1610612752,New York Knicks,1,2,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20201229,CLE,NYK,9,0.7682212795973759,80.0,250,7.0
50,Shot Chart Detail,0022000046,150,203944,Julius Randle,1610612752,New York Knicks,1,0,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-141,122,1,1,20201229,CLE,NYK,11,0.7562197156288424,80.0,250,7.0
51,Shot Chart Detail,0022000046,153,203944,Julius Randle,1610612752,New York Knicks,1,0,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,190,1,1,20201229,CLE,NYK,11,0.7530675402117983,80.0,250,7.0
52,Shot Chart Detail,0022000046,195,203944,Julius Randle,1610612752,New York Knicks,2,9,43,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,147,21,1,0,20201229,CLE,NYK,14,0.9899494936611666,80.0,250,7.0
53,Shot Chart Detail,0022000046,220,203944,Julius Randle,1610612752,New York Knicks,2,7,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-16,201,1,0,20201229,CLE,NYK,16,0.9968467391254607,80.0,250,7.0
54,Shot Chart Detail,0022000046,319,203944,Julius Randle,1610612752,New York Knicks,2,0,45,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,13,1,0,20201229,CLE,NYK,23,0.9743911956946198,80.0,250,7.0
55,Shot Chart Detail,0022000046,327,203944,Julius Randle,1610612752,New York Knicks,2,0,16,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,24,1,1,20201229,CLE,NYK,23,0.994408591727349,80.0,250,7.0
56,Shot Chart Detail,0022000046,365,203944,Julius Randle,1610612752,New York Knicks,3,9,41,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-58,36,1,0,20201229,CLE,NYK,26,0.849640166198119,80.0,250,7.0
57,Shot Chart Detail,0022000046,406,203944,Julius Randle,1610612752,New York Knicks,3,6,57,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,47,1,0,20201229,CLE,NYK,29,0.8265992475892192,80.0,250,7.0
58,Shot Chart Detail,0022000046,461,203944,Julius Randle,1610612752,New York Knicks,3,3,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-49,202,1,1,20201229,CLE,NYK,32,0.9718167153698226,80.0,250,7.0
59,Shot Chart Detail,0022000046,487,203944,Julius Randle,1610612752,New York Knicks,3,0,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-130,49,1,0,20201229,CLE,NYK,35,0.9357362344159507,80.0,250,7.0
60,Shot Chart Detail,0022000046,544,203944,Julius Randle,1610612752,New York Knicks,4,9,13,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,31,1,0,20201229,CLE,NYK,38,0.7182402227891735,80.0,250,7.0
61,Shot Chart Detail,0022000046,594,203944,Julius Randle,1610612752,New York Knicks,4,5,32,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,26,1,1,20201229,CLE,NYK,42,0.9935607339346252,80.0,250,7.0
62,Shot Chart Detail,0022000046,655,203944,Julius Randle,1610612752,New York Knicks,4,0,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,63,158,1,1,20201229,CLE,NYK,47,0.9288815856942898,80.0,250,7.0
63,Shot Chart Detail,0022000066,17,203944,Julius Randle,1610612752,New York Knicks,1,10,17,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,59,1,0,20201231,TOR,NYK,1,0.9688963163197137,80.0,250,7.0
64,Shot Chart Detail,0022000066,60,203944,Julius Randle,1610612752,New York Knicks,1,6,53,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,15,1,0,20201231,TOR,NYK,5,0.8376105968386142,80.0,250,7.0
65,Shot Chart Detail,0022000066,121,203944,Julius Randle,1610612752,New York Knicks,1,3,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,115,22,1,1,20201231,TOR,NYK,8,0.9821887426011093,80.0,250,7.0
66,Shot Chart Detail,0022000066,150,203944,Julius Randle,1610612752,New York Knicks,1,1,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,18,141,1,1,20201231,TOR,NYK,10,0.9919497796038491,80.0,250,7.0
67,Shot Chart Detail,0022000066,165,203944,Julius Randle,1610612752,New York Knicks,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,16,253,1,0,20201231,TOR,NYK,12,0.9980062596014555,80.0,250,7.0
68,Shot Chart Detail,0022000066,282,203944,Julius Randle,1610612752,New York Knicks,2,2,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,10,1,1,20201231,TOR,NYK,21,0.9028605188239304,80.0,250,7.0
69,Shot Chart Detail,0022000066,300,203944,Julius Randle,1610612752,New York Knicks,2,1,29,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,42,1,1,20201231,TOR,NYK,22,0.8682431421244591,80.0,250,7.0
70,Shot Chart Detail,0022000066,347,203944,Julius Randle,1610612752,New York Knicks,3,9,45,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,5,63,1,0,20201231,TOR,NYK,26,0.996865392576337,80.0,250,7.0
71,Shot Chart Detail,0022000066,354,203944,Julius Randle,1610612752,New York Knicks,3,9,21,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,13,1,1,20201231,TOR,NYK,26,0.7761140001162655,80.0,250,7.0
72,Shot Chart Detail,0022000066,491,203944,Julius Randle,1610612752,New York Knicks,4,9,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,191,1,0,20201231,TOR,NYK,38,0.7089602625218325,80.0,250,7.0
73,Shot Chart Detail,0022000066,520,203944,Julius Randle,1610612752,New York Knicks,4,7,56,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-104,154,1,0,20201231,TOR,NYK,40,0.8287238825359522,80.0,250,7.0
74,Shot Chart Detail,0022000066,567,203944,Julius Randle,1610612752,New York Knicks,4,3,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-153,226,1,0,20201231,TOR,NYK,44,0.8280833034430144,80.0,250,7.0
75,Shot Chart Detail,0022000080,11,203944,Julius Randle,1610612752,New York Knicks,1,11,6,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-116,89,1,0,20210102,IND,NYK,0,0.793386142333714,80.0,250,7.0
76,Shot Chart Detail,0022000080,19,203944,Julius Randle,1610612752,New York Knicks,1,10,15,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,114,10,1,0,20210102,IND,NYK,1,0.9961747239492219,80.0,250,7.0
77,Shot Chart Detail,0022000080,68,203944,Julius Randle,1610612752,New York Knicks,1,5,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-52,166,1,0,20210102,IND,NYK,6,0.9542751753958263,80.0,250,7.0
78,Shot Chart Detail,0022000080,99,203944,Julius Randle,1610612752,New York Knicks,1,2,31,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,145,20,1,0,20210102,IND,NYK,9,0.9906211292434748,80.0,250,7.0
79,Shot Chart Detail,0022000080,230,203944,Julius Randle,1610612752,New York Knicks,2,3,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,169,229,1,0,20210102,IND,NYK,20,0.8046140489751606,80.0,250,7.0
80,Shot Chart Detail,0022000080,242,203944,Julius Randle,1610612752,New York Knicks,2,3,8,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-11,104,1,0,20210102,IND,NYK,20,0.9944529335787644,80.0,250,7.0
81,Shot Chart Detail,0022000080,286,203944,Julius Randle,1610612752,New York Knicks,2,0,43,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,11,1,1,20210102,IND,NYK,23,0.9647638212377322,80.0,250,7.0
82,Shot Chart Detail,0022000080,311,203944,Julius Randle,1610612752,New York Knicks,3,10,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,134,10,1,1,20210102,IND,NYK,25,0.9972269926097788,80.0,250,7.0
83,Shot Chart Detail,0022000080,325,203944,Julius Randle,1610612752,New York Knicks,3,8,30,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-236,29,1,1,20210102,IND,NYK,27,0.9925345261192045,80.0,250,7.0
84,Shot Chart Detail,0022000080,341,203944,Julius Randle,1610612752,New York Knicks,3,6,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,41,1,0,20210102,IND,NYK,29,0.9658428372346682,80.0,250,7.0
85,Shot Chart Detail,0022000080,379,203944,Julius Randle,1610612752,New York Knicks,3,4,23,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-136,151,1,0,20210102,IND,NYK,31,0.7430494130276539,80.0,250,7.0
86,Shot Chart Detail,0022000080,415,203944,Julius Randle,1610612752,New York Knicks,3,1,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,2,1,0,20210102,IND,NYK,34,0.8320502943378437,80.0,250,7.0
87,Shot Chart Detail,0022000080,440,203944,Julius Randle,1610612752,New York Knicks,4,11,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,90,254,1,1,20210102,IND,NYK,36,0.9425785564783198,80.0,250,7.0
88,Shot Chart Detail,0022000080,446,203944,Julius Randle,1610612752,New York Knicks,4,10,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,4,285,1,0,20210102,IND,NYK,37,0.9999015227049325,80.0,250,7.0
89,Shot Chart Detail,0022000080,549,203944,Julius Randle,1610612752,New York Knicks,4,1,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,13,269,1,0,20210102,IND,NYK,46,0.9988342853968663,80.0,250,7.0
90,Shot Chart Detail,0022000080,553,203944,Julius Randle,1610612752,New York Knicks,4,1,32,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,1,20210102,IND,NYK,46,0.7633862853691145,80.0,250,7.0
91,Shot Chart Detail,0022000095,16,203944,Julius Randle,1610612752,New York Knicks,1,10,36,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-3,55,1,1,20210104,ATL,NYK,1,0.9985157079309461,80.0,250,7.0
92,Shot Chart Detail,0022000095,25,203944,Julius Randle,1610612752,New York Knicks,1,9,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,139,205,1,0,20210104,ATL,NYK,2,0.8276767122096308,80.0,250,7.0
93,Shot Chart Detail,0022000095,48,203944,Julius Randle,1610612752,New York Knicks,1,7,53,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-134,59,1,1,20210104,ATL,NYK,4,0.9152142939769895,80.0,250,7.0
94,Shot Chart Detail,0022000095,70,203944,Julius Randle,1610612752,New York Knicks,1,6,11,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-85,95,1,1,20210104,ATL,NYK,5,0.7452413135250993,80.0,250,7.0
95,Shot Chart Detail,0022000095,80,203944,Julius Randle,1610612752,New York Knicks,1,5,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-82,138,1,1,20210104,ATL,NYK,6,0.8596837754248102,80.0,250,7.0
96,Shot Chart Detail,0022000095,107,203944,Julius Randle,1610612752,New York Knicks,1,3,42,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,66,1,0,20210104,ATL,NYK,8,0.9981684966311908,80.0,250,7.0
97,Shot Chart Detail,0022000095,117,203944,Julius Randle,1610612752,New York Knicks,1,2,53,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-24,120,1,1,20210104,ATL,NYK,9,0.9805806756909201,80.0,250,7.0
98,Shot Chart Detail,0022000095,242,203944,Julius Randle,1610612752,New York Knicks,2,5,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,128,-27,1,0,20210104,ATL,NYK,18,0.9784686026666813,80.0,250,7.0
