,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Time In the Game,ShotTightness,Height,Weight,Experience
364,Shot Chart Detail,0022000332,33,203944,Julius Randle,1610612752,New York Knicks,1,8,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,26,1,0,20210203,CHI,NYK,3,0.7556890827898174,80.0,250,7.0
365,Shot Chart Detail,0022000332,45,203944,Julius Randle,1610612752,New York Knicks,1,7,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,0,1,1,20210203,CHI,NYK,4,1.0,80.0,250,7.0
366,Shot Chart Detail,0022000332,109,203944,Julius Randle,1610612752,New York Knicks,1,2,25,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,54,109,1,0,20210203,CHI,NYK,9,0.8960653028462409,80.0,250,7.0
367,Shot Chart Detail,0022000332,115,203944,Julius Randle,1610612752,New York Knicks,1,1,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,204,1,1,20210203,CHI,NYK,10,0.8094218479629134,80.0,250,7.0
368,Shot Chart Detail,0022000332,119,203944,Julius Randle,1610612752,New York Knicks,1,1,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,125,216,1,1,20210203,CHI,NYK,10,0.8655177177288966,80.0,250,7.0
369,Shot Chart Detail,0022000332,122,203944,Julius Randle,1610612752,New York Knicks,1,0,49,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,-1,1,1,20210203,CHI,NYK,11,0.9999904656118453,80.0,250,7.0
370,Shot Chart Detail,0022000332,140,203944,Julius Randle,1610612752,New York Knicks,1,0,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,140,241,1,0,20210203,CHI,NYK,11,0.864688411715861,80.0,250,7.0
371,Shot Chart Detail,0022000332,265,203944,Julius Randle,1610612752,New York Knicks,2,3,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-148,86,1,1,20210203,CHI,NYK,20,0.8646252319987393,80.0,250,7.0
372,Shot Chart Detail,0022000332,294,203944,Julius Randle,1610612752,New York Knicks,2,0,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,82,201,1,1,20210203,CHI,NYK,23,0.9259134138068061,80.0,250,7.0
373,Shot Chart Detail,0022000332,319,203944,Julius Randle,1610612752,New York Knicks,3,10,50,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-119,-27,1,0,20210203,CHI,NYK,25,0.9752132931272051,80.0,250,7.0
374,Shot Chart Detail,0022000332,378,203944,Julius Randle,1610612752,New York Knicks,3,6,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,20,255,1,1,20210203,CHI,NYK,29,0.9969383778125515,80.0,250,7.0
375,Shot Chart Detail,0022000332,390,203944,Julius Randle,1610612752,New York Knicks,3,4,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-118,227,1,0,20210203,CHI,NYK,31,0.8872807894710836,80.0,250,7.0
376,Shot Chart Detail,0022000332,411,203944,Julius Randle,1610612752,New York Knicks,3,3,21,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,154,24,1,1,20210203,CHI,NYK,32,0.9880731197830819,80.0,250,7.0
377,Shot Chart Detail,0022000332,440,203944,Julius Randle,1610612752,New York Knicks,3,0,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,117,240,1,1,20210203,CHI,NYK,35,0.898876404494382,80.0,250,7.0
378,Shot Chart Detail,0022000332,509,203944,Julius Randle,1610612752,New York Knicks,4,6,51,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,35,120,1,1,20210203,CHI,NYK,41,0.96,80.0,250,7.0
379,Shot Chart Detail,0022000332,524,203944,Julius Randle,1610612752,New York Knicks,4,6,12,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,131,22,1,0,20210203,CHI,NYK,41,0.9861897044596464,80.0,250,7.0
380,Shot Chart Detail,0022000332,536,203944,Julius Randle,1610612752,New York Knicks,4,5,23,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-25,96,1,0,20210203,CHI,NYK,42,0.9677242345244677,80.0,250,7.0
381,Shot Chart Detail,0022000332,563,203944,Julius Randle,1610612752,New York Knicks,4,2,5,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,51,124,1,1,20210203,CHI,NYK,45,0.9248324847678056,80.0,250,7.0
382,Shot Chart Detail,0022000332,569,203944,Julius Randle,1610612752,New York Knicks,4,0,56,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-46,199,1,0,20210203,CHI,NYK,47,0.974308612839972,80.0,250,7.0
383,Shot Chart Detail,0022000351,8,203944,Julius Randle,1610612752,New York Knicks,1,11,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,8,141,1,0,20210206,NYK,POR,0,0.9983942987283464,80.0,250,7.0
384,Shot Chart Detail,0022000351,11,203944,Julius Randle,1610612752,New York Knicks,1,11,23,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,28,1,1,20210206,NYK,POR,0,0.9629640197141818,80.0,250,7.0
385,Shot Chart Detail,0022000351,26,203944,Julius Randle,1610612752,New York Knicks,1,9,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-70,248,1,0,20210206,NYK,POR,2,0.9623976644309453,80.0,250,7.0
386,Shot Chart Detail,0022000351,53,203944,Julius Randle,1610612752,New York Knicks,1,6,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,26,1,1,20210206,NYK,POR,5,0.720833064901856,80.0,250,7.0
387,Shot Chart Detail,0022000351,74,203944,Julius Randle,1610612752,New York Knicks,1,4,4,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,98,163,1,0,20210206,NYK,POR,7,0.8570286496508708,80.0,250,7.0
388,Shot Chart Detail,0022000351,238,203944,Julius Randle,1610612752,New York Knicks,2,4,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,1,1,1,20210206,NYK,POR,19,0.9863939238321437,80.0,250,7.0
389,Shot Chart Detail,0022000351,241,203944,Julius Randle,1610612752,New York Knicks,2,4,8,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-51,47,1,1,20210206,NYK,POR,19,0.7353559959288023,80.0,250,7.0
390,Shot Chart Detail,0022000351,283,203944,Julius Randle,1610612752,New York Knicks,3,11,41,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-6,117,1,0,20210206,NYK,POR,24,0.9986876634765885,80.0,250,7.0
391,Shot Chart Detail,0022000351,303,203944,Julius Randle,1610612752,New York Knicks,3,9,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,18,248,1,1,20210206,NYK,POR,26,0.9973763862350912,80.0,250,7.0
392,Shot Chart Detail,0022000351,307,203944,Julius Randle,1610612752,New York Knicks,3,8,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,239,1,1,20210206,NYK,POR,27,0.8996349187821203,80.0,250,7.0
393,Shot Chart Detail,0022000351,322,203944,Julius Randle,1610612752,New York Knicks,3,7,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,174,198,1,0,20210206,NYK,POR,28,0.7511648984498759,80.0,250,7.0
394,Shot Chart Detail,0022000351,329,203944,Julius Randle,1610612752,New York Knicks,3,6,39,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,109,30,1,0,20210206,NYK,POR,29,0.964148834323888,80.0,250,7.0
395,Shot Chart Detail,0022000351,337,203944,Julius Randle,1610612752,New York Knicks,3,5,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,31,1,0,20210206,NYK,POR,30,0.7907237076139133,80.0,250,7.0
396,Shot Chart Detail,0022000351,364,203944,Julius Randle,1610612752,New York Knicks,3,3,28,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,6,85,1,1,20210206,NYK,POR,32,0.9975179222617702,80.0,250,7.0
397,Shot Chart Detail,0022000351,393,203944,Julius Randle,1610612752,New York Knicks,3,0,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,40,1,0,20210206,NYK,POR,35,0.9850304671557042,80.0,250,7.0
398,Shot Chart Detail,0022000351,571,203944,Julius Randle,1610612752,New York Knicks,4,0,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,20,1,0,20210206,NYK,POR,47,0.7808688094430303,80.0,250,7.0
399,Shot Chart Detail,0022000364,9,203944,Julius Randle,1610612752,New York Knicks,1,11,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,140,97,1,1,20210207,NYK,MIA,0,0.8219807684751368,80.0,250,7.0
400,Shot Chart Detail,0022000364,38,203944,Julius Randle,1610612752,New York Knicks,1,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-40,249,1,0,20210207,NYK,MIA,3,0.9873414621311877,80.0,250,7.0
401,Shot Chart Detail,0022000364,54,203944,Julius Randle,1610612752,New York Knicks,1,7,17,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,101,54,1,0,20210207,NYK,MIA,4,0.8818690776196612,80.0,250,7.0
402,Shot Chart Detail,0022000364,98,203944,Julius Randle,1610612752,New York Knicks,1,4,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,123,230,1,0,20210207,NYK,MIA,7,0.8818217217039194,80.0,250,7.0
403,Shot Chart Detail,0022000364,159,203944,Julius Randle,1610612752,New York Knicks,1,0,1,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,107,85,1,0,20210207,NYK,MIA,11,0.7830060188903447,80.0,250,7.0
404,Shot Chart Detail,0022000364,243,203944,Julius Randle,1610612752,New York Knicks,2,5,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,36,76,1,1,20210207,NYK,MIA,18,0.9037378388935388,80.0,250,7.0
405,Shot Chart Detail,0022000364,263,203944,Julius Randle,1610612752,New York Knicks,2,3,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,227,94,1,1,20210207,NYK,MIA,20,0.9239176308628562,80.0,250,7.0
406,Shot Chart Detail,0022000364,270,203944,Julius Randle,1610612752,New York Knicks,2,3,0,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,-9,1,1,20210207,NYK,MIA,21,0.9992674422353774,80.0,250,7.0
407,Shot Chart Detail,0022000364,283,203944,Julius Randle,1610612752,New York Knicks,2,1,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,84,136,1,1,20210207,NYK,MIA,22,0.8507979973592923,80.0,250,7.0
408,Shot Chart Detail,0022000364,287,203944,Julius Randle,1610612752,New York Knicks,2,1,10,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,50,1,1,20210207,NYK,MIA,22,0.9775550868738909,80.0,250,7.0
409,Shot Chart Detail,0022000364,330,203944,Julius Randle,1610612752,New York Knicks,3,10,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,35,1,0,20210207,NYK,MIA,25,0.9881164689548824,80.0,250,7.0
410,Shot Chart Detail,0022000364,334,203944,Julius Randle,1610612752,New York Knicks,3,9,56,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-74,99,1,1,20210207,NYK,MIA,26,0.8009698251886489,80.0,250,7.0
411,Shot Chart Detail,0022000364,339,203944,Julius Randle,1610612752,New York Knicks,3,9,22,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,20,1,1,20210207,NYK,MIA,26,0.9813137496771572,80.0,250,7.0
412,Shot Chart Detail,0022000364,418,203944,Julius Randle,1610612752,New York Knicks,3,3,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-102,227,1,0,20210207,NYK,MIA,32,0.9121469251067893,80.0,250,7.0
413,Shot Chart Detail,0022000364,457,203944,Julius Randle,1610612752,New York Knicks,3,0,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-100,162,1,0,20210207,NYK,MIA,35,0.85093611014404,80.0,250,7.0
414,Shot Chart Detail,0022000364,553,203944,Julius Randle,1610612752,New York Knicks,4,5,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,93,197,1,1,20210207,NYK,MIA,42,0.9042978747146838,80.0,250,7.0
415,Shot Chart Detail,0022000364,595,203944,Julius Randle,1610612752,New York Knicks,4,1,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,11,1,0,20210207,NYK,MIA,46,0.9989062786258376,80.0,250,7.0
416,Shot Chart Detail,0022000364,616,203944,Julius Randle,1610612752,New York Knicks,4,0,1,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,1,20210207,NYK,MIA,47,0.994505452921406,80.0,250,7.0
417,Shot Chart Detail,0022000376,9,203944,Julius Randle,1610612752,New York Knicks,1,11,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,158,-8,1,1,20210209,MIA,NYK,0,0.9987206135813602,80.0,250,7.0
418,Shot Chart Detail,0022000376,11,203944,Julius Randle,1610612752,New York Knicks,1,10,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,248,1,0,20210209,MIA,NYK,1,0.9208647228272236,80.0,250,7.0
419,Shot Chart Detail,0022000376,36,203944,Julius Randle,1610612752,New York Knicks,1,8,4,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,9,211,1,0,20210209,MIA,NYK,3,0.9990915563350552,80.0,250,7.0
420,Shot Chart Detail,0022000376,65,203944,Julius Randle,1610612752,New York Knicks,1,5,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-143,225,1,0,20210209,MIA,NYK,6,0.8439702522274736,80.0,250,7.0
421,Shot Chart Detail,0022000376,109,203944,Julius Randle,1610612752,New York Knicks,1,3,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-33,73,1,0,20210209,MIA,NYK,8,0.9112194973032037,80.0,250,7.0
422,Shot Chart Detail,0022000376,241,203944,Julius Randle,1610612752,New York Knicks,2,4,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,8,260,1,0,20210209,MIA,NYK,19,0.9995269630766537,80.0,250,7.0
423,Shot Chart Detail,0022000376,262,203944,Julius Randle,1610612752,New York Knicks,2,2,25,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-19,111,1,0,20210209,MIA,NYK,21,0.9856644755125024,80.0,250,7.0
424,Shot Chart Detail,0022000376,265,203944,Julius Randle,1610612752,New York Knicks,2,2,1,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,10,1,1,20210209,MIA,NYK,21,0.998987013253241,80.0,250,7.0
425,Shot Chart Detail,0022000376,302,203944,Julius Randle,1610612752,New York Knicks,3,11,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-76,178,1,1,20210209,MIA,NYK,24,0.9196786736610634,80.0,250,7.0
426,Shot Chart Detail,0022000376,312,203944,Julius Randle,1610612752,New York Knicks,3,10,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,198,153,1,0,20210209,MIA,NYK,25,0.7912850013921671,80.0,250,7.0
427,Shot Chart Detail,0022000376,325,203944,Julius Randle,1610612752,New York Knicks,3,9,12,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,20,1,0,20210209,MIA,NYK,26,0.9067211118885072,80.0,250,7.0
428,Shot Chart Detail,0022000376,329,203944,Julius Randle,1610612752,New York Knicks,3,9,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-113,111,1,1,20210209,MIA,NYK,26,0.7133917995779471,80.0,250,7.0
429,Shot Chart Detail,0022000376,440,203944,Julius Randle,1610612752,New York Knicks,3,0,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,17,1,0,20210209,MIA,NYK,35,0.9973260870984827,80.0,250,7.0
430,Shot Chart Detail,0022000376,534,203944,Julius Randle,1610612752,New York Knicks,4,6,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-81,172,1,0,20210209,MIA,NYK,41,0.904699462650605,80.0,250,7.0
431,Shot Chart Detail,0022000376,546,203944,Julius Randle,1610612752,New York Knicks,4,5,17,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,16,1,0,20210209,MIA,NYK,42,0.9977666470121939,80.0,250,7.0
432,Shot Chart Detail,0022000376,595,203944,Julius Randle,1610612752,New York Knicks,4,2,3,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,98,167,1,0,20210209,MIA,NYK,45,0.8624647922263232,80.0,250,7.0
433,Shot Chart Detail,0022000376,608,203944,Julius Randle,1610612752,New York Knicks,4,1,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-15,158,1,0,20210209,MIA,NYK,46,0.9955237463150504,80.0,250,7.0
434,Shot Chart Detail,0022000376,620,203944,Julius Randle,1610612752,New York Knicks,4,0,10,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,99,34,1,0,20210209,MIA,NYK,47,0.945778340202504,80.0,250,7.0
435,Shot Chart Detail,0022000396,17,203944,Julius Randle,1610612752,New York Knicks,1,10,40,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,105,16,1,0,20210212,WAS,NYK,1,0.988588375579991,80.0,250,7.0
436,Shot Chart Detail,0022000396,19,203944,Julius Randle,1610612752,New York Knicks,1,10,33,Made Shot,Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,34,1,1,20210212,WAS,NYK,1,0.7270131525498176,80.0,250,7.0
437,Shot Chart Detail,0022000396,37,203944,Julius Randle,1610612752,New York Knicks,1,8,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,31,1,1,20210212,WAS,NYK,3,0.9367921956519465,80.0,250,7.0
438,Shot Chart Detail,0022000396,123,203944,Julius Randle,1610612752,New York Knicks,1,1,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,13,218,1,0,20210212,WAS,NYK,10,0.9982266791920371,80.0,250,7.0
439,Shot Chart Detail,0022000396,232,203944,Julius Randle,1610612752,New York Knicks,2,6,11,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-3,130,1,0,20210212,WAS,NYK,17,0.9997338341147938,80.0,250,7.0
440,Shot Chart Detail,0022000396,236,203944,Julius Randle,1610612752,New York Knicks,2,5,55,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,29,1,1,20210212,WAS,NYK,18,0.9792604195071027,80.0,250,7.0
441,Shot Chart Detail,0022000396,327,203944,Julius Randle,1610612752,New York Knicks,2,0,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,6,140,1,0,20210212,WAS,NYK,23,0.9990828958176697,80.0,250,7.0
442,Shot Chart Detail,0022000396,333,203944,Julius Randle,1610612752,New York Knicks,2,0,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,29,1,0,20210212,WAS,NYK,24,0.8405710350936326,80.0,250,7.0
443,Shot Chart Detail,0022000396,360,203944,Julius Randle,1610612752,New York Knicks,3,9,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,22,270,1,1,20210212,WAS,NYK,26,0.9966968229364583,80.0,250,7.0
444,Shot Chart Detail,0022000396,364,203944,Julius Randle,1610612752,New York Knicks,3,9,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-158,223,1,0,20210212,WAS,NYK,26,0.8159525641948717,80.0,250,7.0
445,Shot Chart Detail,0022000396,391,203944,Julius Randle,1610612752,New York Knicks,3,7,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,227,112,1,1,20210212,WAS,NYK,28,0.8967849841458946,80.0,250,7.0
446,Shot Chart Detail,0022000396,399,203944,Julius Randle,1610612752,New York Knicks,3,6,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,172,7,1,0,20210212,WAS,NYK,29,0.9991728769800885,80.0,250,7.0
447,Shot Chart Detail,0022000396,497,203944,Julius Randle,1610612752,New York Knicks,3,0,38,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,73,1,1,20210212,WAS,NYK,35,0.8870177740734514,80.0,250,7.0
448,Shot Chart Detail,0022000396,584,203944,Julius Randle,1610612752,New York Knicks,4,5,41,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210212,WAS,NYK,42,1.0,80.0,250,7.0
449,Shot Chart Detail,0022000396,595,203944,Julius Randle,1610612752,New York Knicks,4,4,38,Made Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-67,15,1,1,20210212,WAS,NYK,43,0.9758431403332333,80.0,250,7.0
450,Shot Chart Detail,0022000408,19,203944,Julius Randle,1610612752,New York Knicks,1,9,52,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,5,1,0,20210213,NYK,HOU,2,0.9994801143396996,80.0,250,7.0
451,Shot Chart Detail,0022000408,36,203944,Julius Randle,1610612752,New York Knicks,1,8,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,33,1,1,20210213,NYK,HOU,3,0.9899494936611666,80.0,250,7.0
452,Shot Chart Detail,0022000408,83,203944,Julius Randle,1610612752,New York Knicks,1,3,35,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,68,120,1,1,20210213,NYK,HOU,8,0.8700221858486122,80.0,250,7.0
453,Shot Chart Detail,0022000408,279,203944,Julius Randle,1610612752,New York Knicks,2,1,21,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-84,81,1,1,20210213,NYK,HOU,22,0.7198442954206851,80.0,250,7.0
454,Shot Chart Detail,0022000408,299,203944,Julius Randle,1610612752,New York Knicks,2,0,0,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,97,142,1,1,20210213,NYK,HOU,24,0.8257349230772523,80.0,250,7.0
455,Shot Chart Detail,0022000408,320,203944,Julius Randle,1610612752,New York Knicks,3,10,31,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,27,90,1,1,20210213,NYK,HOU,25,0.9578262852211514,80.0,250,7.0
456,Shot Chart Detail,0022000408,334,203944,Julius Randle,1610612752,New York Knicks,3,9,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,11,1,0,20210213,NYK,HOU,26,0.998838208144504,80.0,250,7.0
457,Shot Chart Detail,0022000408,356,203944,Julius Randle,1610612752,New York Knicks,3,7,21,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-81,80,1,1,20210213,NYK,HOU,28,0.7114850247994327,80.0,250,7.0
458,Shot Chart Detail,0022000408,369,203944,Julius Randle,1610612752,New York Knicks,3,6,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-93,187,1,0,20210213,NYK,HOU,29,0.8953827690356131,80.0,250,7.0
459,Shot Chart Detail,0022000408,382,203944,Julius Randle,1610612752,New York Knicks,3,5,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-81,109,1,0,20210213,NYK,HOU,30,0.8026431231139374,80.0,250,7.0
460,Shot Chart Detail,0022000408,405,203944,Julius Randle,1610612752,New York Knicks,3,3,23,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-26,90,1,0,20210213,NYK,HOU,32,0.9607141828411424,80.0,250,7.0
461,Shot Chart Detail,0022000408,440,203944,Julius Randle,1610612752,New York Knicks,3,0,59,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,38,1,0,20210213,NYK,HOU,35,0.987762965329069,80.0,250,7.0
462,Shot Chart Detail,0022000408,547,203944,Julius Randle,1610612752,New York Knicks,4,4,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,105,46,1,0,20210213,NYK,HOU,43,0.915957011428414,80.0,250,7.0
